名稱,城市,類型,分齡,lat,lon,介紹,圖片網址,Unnamed: 8,時間戳記,城市(台北市、新北市...).1,詳細地址 ,類型(博物館、公園...).1,景點介紹.1,城市.1,類型.1,介紹.1
錠鉤嶼,澎湖縣,11,全齡,23.61871,119.6978,在雞善嶼東南方約1公里的海面上，可以看到四個由玄武岩岩礁組成的錠鉤嶼。由於岩漿流出後形成了各種不同方向的柱狀節理。再經過海蝕和風化作用，大自然將此地岩石雕塑的更加精緻奇特，頗有桂林山水的美名。起伏的地...,,,,,,,,,,
外垵村、外垵漁港,澎湖縣,18,全齡,23.56406,119.47773,外垵村位於西嶼鄉南邊，北臨內垵村，具有天然屏障，較不易受東北季風侵襲。...,,,,,,,,,,
後寮威靈殿、魑魅魍魎石敢當,澎湖縣,4,全齡,23.66773,119.5729,後寮威靈宮，主祀保生大帝，又稱大道公、吳真君，字華基，號雲東，祖居福建泉州府同安縣明盛鄉基善里白礁村，今屬漳州市龍海縣角美鎮。幼年時聰穎絕倫，夙具道性，稍長博通天文地理、禮樂諸書，尤其擅長醫術，醫名逐...,,,,,,,,,,
澎湖警察文物館,澎湖縣,1,全齡,23.56317,119.56134,​為能有系統保存因年代久遠而散佚各地之舊有警察文物，傳承警察文化。在前局長官政哲指示下，特別籌組成立「澎湖警察文物館」，以統合組織內外資源，保存珍貴史料照片、舊式警用裝備、服飾、學術著作，建立本局歷史...,,,,,,,,,,
菊苑休憩園區（澎湖休憩園區）,澎湖縣,12,全齡,23.5573,119.59491,位於馬公市菊苑、東衛林地及天人湖等區之「澎湖休憩園區」，親子草坪活動區與公廁設施，提供遊園民眾更完善之活動場地及基礎服務設施。...,,,,,,,,,,
龍德宮（赤崁）,澎湖縣,4,全齡,23.66719,119.59918,清初康熙年間興建，距今約有三百多年曆史，廟地係由家戶喻曉巨富張百萬所捐獻，主祀哪吒三太子，香火相當鼎盛，為白沙赤崁村民宗教信仰中心，曾多次翻修改建，然三太子的傳奇事蹟，迄今仍為村民所津津樂道。...,,,,,,,,,,
水仙宮（嵵裡）,澎湖縣,4,全齡,23.52508,119.57017,祀奉主神：水仙尊王\n祭典日期：農曆十月初十...,,,,,,,,,,
漂流木水上遊樂行（疑似已歇業）,澎湖縣,3,全齡,23.196,119.42518,漂流木水上遊樂行...,,,,,,,,,,
威靈殿,澎湖縣,3,全齡,23.583,119.56787,乾隆年間，自福建金門移民至此，恭塑池王爺神像以祀之，迄今已三百餘年，並經數度重修，最後為民國六十二年重建落成。...,,,,,,,,,,
顯濟殿,澎湖縣,3,全齡,23.56994,119.66217,興建於乾隆四十六年，在澎湖亦屬歷史較早之廟宇，於民國五十四年重建至今，廟顏之木雕鑿花為建天后宮時之雕鑿大師黃良師傳弟子之作，是澎湖唯一一座祭祀謝安為主神的廟宇，神格化後的宰相相謝安，稱為「顯濟靈王」，...,,,,,,,,,,
港子老榕樹,澎湖縣,2,全齡,23.64847,119.5995,港子老榕樹位在澎湖白沙港子村，203線道上，往澎湖水族館路口，就在保定宮廟埕。是澎湖第二老榕樹，因在兩側各一棵，又有情人樹之稱。兩株榕樹環抱著廟宇，像似在為保定宮遮風避雨，這裡也是村內老人下棋、小孩嬉...,,,,,,,,,,
吳府殿,澎湖縣,4,全齡,23.51145,119.57394,祀奉主神：吳府千歲...,,,,,,,,,,
菓葉海堤,澎湖縣,11,全齡,23.56383,119.67813,這裡是菓葉海堤，正好鄰近菓葉觀日樓不遠處。...,,,,,,,,,,
小池水庫,澎湖縣,12,全齡,23.60986,119.50969,小池水庫，為解決民生用水而建置，這裡常見白鷺棲息，所以也是愛鳥人士賞鳥的好地方。在水庫後面有片當地人稱夢幻海灘的美景的網垵海灘，俗稱夢幻海灘。...,,,,,,,,,,
啟明宮,澎湖縣,4,全齡,23.25612,119.66906,祀奉主神：徐府王爺...,,,,,,,,,,
溫王殿,澎湖縣,4,全齡,23.5399,119.54455,當初先人均由家鄉攜帶香火來此奉祀，由於物質不豐，乃建草寮為村民參拜之場所，嗣後建廟於本里北崎山麓，至清雍正年廟址於邑南改建新廟流水亨通溫王殿，五十四年八月擇現址，重建新廟改名為德靈溫王殿。...,,,,,,,,,,
華娘廟,澎湖縣,4,全齡,23.26967,119.50762,創建年代可能在清代中葉...,,,,,,,,,,
奎壁山遊憩區（摩西分海）,澎湖縣,12,全齡,23.59968,119.67137,奎壁山在海水退潮的時候會露出一條S型的長長的礫石路，將奎壁山與赤嶼兩地相接，是典型的陸連島地形，在退潮的時候可以下去踏浪走到赤嶼。...,,,,,,,,,,
龍興宮,未分類,4,全齡,23.64762,119.63173,"供奉主神哪吒太子、副神三府王爺,創建於光緒癸末年(1883)。先民由大陸湄州遷徒而來廟，民國五十五年(1966)九月修建。...",,,,,,,,,,
三官殿,澎湖縣,4,全齡,23.5704,119.57462,民間一般俗稱五里亭，清代則稱「嘉蔭亭」。此廟原本是供往來行人旅客休憩之涼亭，至於亭中何時開始奉祀神明則無典可考。...,,,,,,,,,,
潭門港,澎湖縣,3,全齡,23.35706,119.50033,潭門港是望安最重要的對外門戶，也是望安主要漁業用港，是往返南海七美、虎井、桶盤、將軍嶼等島嶼，和跟馬公間的船隻的停靠轉運站。是往返南海七美、虎井、桶盤、將軍嶼等島嶼，和跟馬公間的船隻的停靠轉運站。...,,,,,,,,,,
海靈殿,澎湖縣,4,全齡,23.56344,119.56297,清道光十七年在廈門雕塑，從祀於本里西方地藏王廟內，為外籍來澎任官在本地物化者，後王爺大顯靈威，為本里弟子卜地建廟於此。...,,,,,,,,,,
將軍廟,澎湖縣,4,全齡,23.36435,119.52482,因位處將軍村落西方，又稱「西宮」，據《將軍廟重修敬立落成碑記》所述，李將軍是明朝遺臣，於永曆十八年(1664)，李將軍英靈大顯，親自採取木材及金身來澳(即將軍北漁港內側的「將軍爺滬」)，木材上隱約有「...,,,,,,,,,,
觀音宮,澎湖縣,4,全齡,23.55966,119.68178,祀奉主神：觀世音菩薩...,,,,,,,,,,
青螺沙灘,澎湖縣,11,全齡,23.60684,119.64846,青螺沙灘，在澎湖湖西鄉北岸，這裡也是澎湖重要的生態區之一。\n這沙灘綿延數百公尺的珊瑚碎屑海灘，後段還有細緻的貝殼沙。這裡有海岸濕地，招引著候鳥成群過境或停留，亦有保育類鳥種小燕鷗在此繁殖，也是澎湖鳥...,,,,,,,,,,
文澳城隍廟,澎湖縣,4,全齡,23.56552,119.58377,是位於台灣澎湖縣馬公市內的古蹟廟宇，供奉城隍爺，乃澎湖地區最早創建的城隍廟。文澳城隍廟為縣定古蹟。...,,,,,,,,,,
上帝廟（山水）,澎湖縣,3,全齡,23.51453,119.59243,嘉慶八年設廟並供奉玄天上帝、文衡聖帝、水仙王、劉大王、太子爺等神明以祈求合境平安，民國六十三年重建。本廟的乞龜活動是澎湖最著名的民俗活動之一，元宵節時可前來參觀。...,,,,,,,,,,
觀音寺,澎湖縣,4,全齡,23.74665,119.61224,建於清朝道光七年間(西元1827年)，歷史悠久且造型特殊的建築，常吸引遊客前來留影。根據當地居民敘述，自從奉祀菩薩神威庇祐，海利滿載，石滬漁撈豐收，合境平安，四時無災，八節有慶，居民生活安居樂業，也因...,,,,,,,,,,
北極殿（紅羅）,澎湖縣,4,全齡,23.58699,119.64304,祀奉主神：玄天上帝...,,,,,,,,,,
馬公觀音亭休閒園區,澎湖縣,3,全齡,23.56747,119.56217,觀音亭是澎湖首屈一指的古剎，位在青年活動中心旁；立於廟前，可遠眺西嶼落霞，景色極佳，早在400年前的澎湖廳志便有「四方煙波浩杳，景頗幽曠」 的美譽，也是「西瀛勝境」所在。素有【觀音夕照】之美譽。 觀音...,,,,,,,,,,
牛姆坪,澎湖縣,2,全齡,23.21628,119.43825,牛姆坪是一片廣闊的草原，也是露營的絕佳地點，在此地可以充分感受廣闊天空的藍以及大片的青草綠，相當愜意。 而小台灣的位置則是在牛母坪的海崖下方，造型極度相似台灣的縮小版，相當特別有趣。...,,,,,,,,,,
三聖殿,澎湖縣,4,全齡,23.56173,119.63662,祀奉主神：金府千歲\n祭典日期：農曆五月七日...,,,,,,,,,,
玉聖殿,澎湖縣,4,全齡,23.59449,119.6583,澎湖地區首座奉祀「玉皇大帝」宮廟，於清順治年間建廟迄今三百餘年，期間歷經四次修建，民國93年重建為609.89平方公尺，佔地面積184.48坪座西北西朝東南東之宏偉建築，為湖西鄉首座天井式廟宇建築。...,,,,,,,,,,
蕭府廟,澎湖縣,4,全齡,23.26043,119.51557,廟內有一嘉慶甲戌(十九年，1814)年的「王奮厥武」木匾，推測本廟可能初建於清乾隆年間。...,,,,,,,,,,
南海遊客服務中心,澎湖縣,3,全齡,23.56622,119.57222,南海遊客服務中心位於南海碼頭旁，所在位置就是澎湖第三漁港，有分新棟與舊棟兩棟建築，主要做為前往南海各島旅遊之遊客候船臨時休息之用，遊客中心內也提供旅遊資訊與前往南海之遊艇業者售票之用，是前往南海和南方...,,,,,,,,,,
清水宮,澎湖縣,3,全齡,23.53453,119.60209,祀奉主神：清水祖師...,,,,,,,,,,
上帝廟（井垵）北極殿,澎湖縣,4,全齡,23.51508,119.57891,據說原本是明崇禎3年(1630)先民遷居井垵之後，將其從大陸帶來的真武大帝神像，在此所興建的小廟，稱為「上帝廟」，清朝中葉以後被玉帝頒封為「北極殿」。...,,,,,,,,,,
朱王廟,澎湖縣,4,全齡,23.55144,119.58634,祀奉主神：朱府王爺\n祭典日期：農曆九月二十四日...,,,,,,,,,,
湖西天后宮,澎湖縣,4,全齡,23.58562,119.65936,祀奉主神：天上聖母\n祭典日期：農曆三月二十三日...,,,,,,,,,,
​北極殿,澎湖縣,4,全齡,23.56618,119.62096,祀奉主神：真武大帝\n地址：湖西鄉城北村沙港村14號...,,,,,,,,,,
鳳凰殿,澎湖縣,4,全齡,23.56692,119.64701,祀奉主神：萬府千歲\n祭典日期：農曆五月七日...,,,,,,,,,,
五府千歲廟,澎湖縣,4,全齡,23.37346,119.4963,祀奉主神：酈府王爺\n祭典日期：農曆五月二十二日...,,,,,,,,,,
中正堂觀日平台,澎湖縣,11,全齡,23.56334,119.56049,位於馬公市新復里的澎湖防衛指揮部中正堂，興建於一九六七年，早期是軍方大型會議室內場所，在這中正堂後方，近年設有有一觀日平台，在這裡有更多的寧靜與超遼闊視野，可見海岸線與潮間帶。在這裡看海，看夕陽，更可...,,,,,,,,,,
武聖廟,澎湖縣,4,全齡,23.57263,119.57549,康熙二十三年初建武聖廟於澎湖校場演廳之右，光緒元年乙亥(公元1875年)春遷至現址。台灣祀奉關公，最早是起源於鄭成功，今日台南之關帝廟就是鄭成功所建造的，而澎湖規模最大的關帝廟，就是現在的朝陽里武聖廟...,,,,,,,,,,
吳府宮（七美）,澎湖縣,4,全齡,23.20134,119.42213,吳府神係於西元一七0六年，金門、廈門等縣居民遷澎湖縣望安鄉定居時隨身帶來崇拜，後因居民生活問題，分遷移七美鄉(原大嶼)開嶼時，供奉吳必力信仰崇拜，故名曰吳府神，廟名稱為吳府宮。...,,,,,,,,,,
奎壁山日出,澎湖縣,11,全齡,23.59968,119.67137,奎壁山近海有大小雞善嶼、錠鉤嶼等小島陪襯，面朝東北，是觀賞日出的理想地點，與知名的菓葉日出相比，北寮奎壁山的日出多了東海諸島襯托於海面之上，加上赤嶼做為日出的背景，當朝陽從赤嶼黑色的輪廓間露出，這裡日...,,,,,,,,,,
赤崁碼頭,澎湖縣,3,全齡,23.66882,119.60355,由於近年來北海水上活動的盛行，使得赤崁碼頭成為澎湖目前最火紅的一個碼頭，縣政府在此花費巨資蓋了一棟北海旅客服務中心，來往北海各島的快艇大部份均停靠在此，服務中心內有可愛的壁畫，二樓設有餐廳可供旅客吃飯...,,,,,,,,,,
靖海宮,澎湖縣,4,全齡,23.54622,119.62092,祀奉主神：文衡聖帝\n祭典日期：農曆六月二十四日...,,,,,,,,,,
天后宮（西安）,澎湖縣,4,全齡,23.36062,119.49855,祀奉主神：天上聖母\n祭典日期：農曆三月二十三日...,,,,,,,,,,
保寧宮,澎湖縣,4,全齡,23.58581,119.66879,祀奉主神：保生大帝\n祭共日期：釋迦牟尼佛...,,,,,,,,,,
澎祖海產加工廠,澎湖縣,3,全齡,23.66404,119.59485,澎祖股份有限公司位於四面環海的澎湖縣白沙鄉赤崁村，鄰近海域潔淨、漁產豐沛，尤以丁香魚最為聞名。每年丁香魚季，經常湧近大批遊客爭相採購，赤崁丁香令人激賞的品質早已廣受消費者的肯定和歡迎。澎祖食品係以澎祖...,,,,,,,,,,
林投沙灘,澎湖縣,3,全齡,23.58333,119.66667,沿著林投沙灘的林蔭大道，就能直通林投沙灘。林投沙灘受到海流的沖積與堆積作用，而形成了從龍門橫跨至林投，再從林投延伸到隘門的沙灘景致。這片美麗動人的金黃沙灘，是由珊瑚和貝殼碎屑，以及孔蟲的殘骸所構成。而...,,,,,,,,,,
北極殿（西溪）,澎湖縣,4,全齡,23.58376,119.63874,祀奉主神：真武大帝\n祭典日期：農曆三月三日...,,,,,,,,,,
福德宮,澎湖縣,4,全齡,23.6611,119.66062,供奉主神福德正神、副神岳府千歲、薛府千歲、蘇府千歲，約建於乾隆七年(1742)。...,,,,,,,,,,
觀音廟,澎湖縣,4,全齡,23.49082,119.52672,祀奉主神：觀音佛祖\n祭典日期：農曆二月十九日、農曆六月十九日、農曆九月十九日...,,,,,,,,,,
大關口觀音寺,澎湖縣,4,全齡,23.56297,119.57285,祀奉主神：觀世音佛祖\n祭典日期：農曆二月十九日...,,,,,,,,,,
開帝殿,澎湖縣,4,全齡,23.59251,119.61707,興建於清乾隆49年(1784)，距今已兩百多年歷史。相傳廟中的神農帝神像是村民在流水裡撿一塊木頭，然後拿到大陸請雕刻師傅雕刻而成的。開帝殿裏有一座年代非常久遠的香爐就會凝聚水珠，曾多次被竊，但最後都能...,,,,,,,,,,
赤嶼（摩西分海）,澎湖縣,3,全齡,23.59861,119.67528,赤嶼具有典型之玄武岩柱狀構造、岩脈，類似小型火山噴口（具有放射狀與環狀構造），及珍奇海洋生物，漲潮時成一孤島，形勢孤立，極具研究與教育價值。...,,,,,,,,,,
水仙宮（日據的商業同業會館）,澎湖縣,4,全齡,23.56363,119.56431,台廈郊會館〈水仙宮〉為澎湖四大古廟之一，祀有大禹、伍員、屈原、王勃、李白等五水仙。...,,,,,,,,,,
天軍殿,澎湖縣,4,全齡,23.58052,119.62286,吾鄉天軍殿左瀕東海，前臨申流，源頭活水，骫骳渣阤，飛赮晚照，風景尤佳。...,,,,,,,,,,
風櫃東港、西港、北港,未分類,12,全齡,23.54618,119.5438,風櫃社區周圍有數個小型漁港，位於金王殿前方的沙灘為東港，為進入社區前的港口；東北邊因位處內海，故稱為內港，漁政單位則稱東漁港，也有稱北港，是村莊最大的漁港，這裡港灣水深也最深；建於西邊的漁港則稱為西港...,,,,,,,,,,
靈光殿,澎湖縣,4,全齡,23.57465,119.57066,朱府王爺係明末清初福建金門人氏。副省城考試德仲舉人後攜同邱、余二氏回鄉祭祖。不幸於旅途突遭颱風喪命，遺體漂流至本里海邊，里民將其撈起埋葬於廟前左側，三位尊靈頻頻顯聖，庇護里民有德，邱、余二位陞他處為神...,,,,,,,,,,
馬公東甲北極殿（啟明）,澎湖縣,1,全齡,23.56481,119.5667,澎湖馬公市三大甲頭廟之一，創建於清代，主祀神明為真武大帝，光復後再奉祀都察院溫府王爺，坐鎮殿內兼任副神，並於廟壇右祀準提菩薩，供善男信女膜拜...,,,,,,,,,,
莊家莊民俗文物館,澎湖縣,1,全齡,23.59461,119.65118,該館是澎湖人莊正義四十餘年來蒐羅本地民俗器物之所得。建築內陳列著飲食器皿、服飾、家具、交通工具等日用器物約千件。...,,,,,,,,,,
龍德宮（講美）,澎湖縣,3,全齡,23.63287,119.59917,龍德宮...,,,,,,,,,,
鯨魚洞（同小門鯨魚洞）,澎湖縣,3,全齡,23.65449,119.51571,小門鯨魚洞位於澎湖縣西嶼鄉的小門村，鯨魚洞原本是一處玄武岩岬頭，但長期受到東北季風，以及海水的不斷沖蝕之後，最後因為海蝕作用，而貫穿出一個如海岬般的海蝕拱門，外型就好像是一隻擱淺在海灘上的鯨魚，因此得...,,,,,,,,,,
吉貝島,澎湖縣,11,全齡,23.73889,119.61235,吉貝嶼位於澎湖縣白沙鄉、澎湖海域的東北角，距離白沙嶼約為5.5公里，全島面積約3.1平方公里，海岸線長達10公里，是北海最大的島嶼，由於海域廣大、漁產豐富而成為一個大漁村，更是民眾夏日渡假、蜜月及水上...,,,,,,,,,,
媽宮黑糖糕觀光工廠,澎湖縣,3,全齡,23.56121,119.58005,媽宮觀光工廠兼具生產、展示、教育、觀光等功能，並提供觀光客買得到當日現做的黑糖糕，看得到黑糖糕的製程，更聞得到黑糖糕剛出爐的香味，吃得到現做的黑糖糕，增加體驗澎湖糕餅文化，推廣產業觀光。...,,,,,,,,,,
山水吳家古厝,澎湖縣,1,全齡,23.5135,119.59283,來到山水沙灘戲水時，在堤防邊一處，在多數現代化建築房舍裡，有兩間低矮的顯目古厝，古厝水平排列，灰沉樸實的色調，在這對比下顯得特別。山水古厝，屋背下半部為亂石砌，上半部為咾咕石混水泥灰，屋角是交丁砌，使...,,,,,,,,,,
威靈宮,澎湖縣,4,全齡,23.66735,119.57547,建於明萬曆十三年(西元1602年)，迄今已歷四百一十二年。白沙鄉後寮村之先民，不顧驚濤駭浪之苦，由福建省金廈渡海抵達澎湖，篳路藍縷，披荊斬棘，於此地辛勤開墾，但是當地瘴癘常常發生，此時村中之耆老便在此...,,,,,,,,,,
天湖宮,澎湖縣,4,全齡,23.40476,119.32146,花嶼村民的信仰中心，其廟埕的左前方豎立一支一個斗座的旗杆。位於村落的北方，座北朝南，是島上規模最大的廟宇。建於清光緒年間，供奉開基主神李府王爺，目前廟內主神為魯府王爺，其誕辰為農曆十一月十六日。...,,,,,,,,,,
